x;y;t
0.0;0.0;0.0
0.08385379612445831;-0.6454541087150574;0.1507537688442211
0.17460133135318756;-1.2369316816329956;0.3015075376884422
0.2714270055294037;-1.77725088596344;0.4522613065326633
0.3735581338405609;-2.2691307067871094;0.6030150753768844
0.48026302456855774;-2.7151846885681152;0.7537688442211055
0.590850293636322;-3.1179332733154297;0.9045226130653266
0.7046674489974976;-3.4798004627227783;1.0552763819095476
0.821099042892456;-3.803116798400879;1.2060301507537687
0.9395664930343628;-4.090122222900391;1.3567839195979898
1.059525966644287;-4.342971324920654;1.507537688442211
1.180467128753662;-4.5637288093566895;1.658291457286432
1.3019136190414429;-4.754380226135254;1.809045226130653
1.4234191179275513;-4.916826248168945;1.9597989949748742
1.5445685386657715;-5.052891254425049;2.1105527638190953
1.6649770736694336;-5.164322853088379;2.2613065326633164
1.7842864990234375;-5.252793312072754;2.4120603015075375
1.9021662473678589;-5.31989860534668;2.5628140703517586
2.0183141231536865;-5.367175102233887;2.7135678391959797
2.132449150085449;-5.39607572555542;2.8643216080402008
2.2443184852600098;-5.408000946044922;3.015075376884422
2.3536899089813232;-5.404276371002197;3.165829145728643
2.4603545665740967;-5.386170864105225;3.316582914572864
2.5641262531280518;-5.354892730712891;3.467336683417085
2.664834499359131;-5.311587333679199;3.618090452261306
2.762336015701294;-5.257348537445068;3.7688442211055273
2.8564977645874023;-5.193207740783691;3.9195979899497484
2.947211265563965;-5.120151996612549;4.0703517587939695
3.0343823432922363;-5.0391106605529785;4.221105527638191
3.117932081222534;-4.950963020324707;4.371859296482412
3.19779896736145;-4.856544017791748;4.522613065326633
3.2739341259002686;-4.756636142730713;4.673366834170854
3.3463046550750732;-4.651981830596924;4.824120603015075
3.4148895740509033;-4.5432820320129395;4.974874371859296
3.479680299758911;-4.431185245513916;5.125628140703517
3.5406811237335205;-4.316313743591309;5.276381909547738
3.597904682159424;-4.199236869812012;5.427135678391959
3.651376485824585;-4.080494403839111;5.57788944723618
3.701131820678711;-3.960592031478882;5.7286432160804015
3.7472150325775146;-3.8399946689605713;5.879396984924623
3.7896761894226074;-3.7191362380981445;6.030150753768844
3.828577756881714;-3.5984222888946533;6.180904522613065
3.8639845848083496;-3.478220224380493;6.331658291457286
3.8959717750549316;-3.3588733673095703;6.482412060301507
3.924621820449829;-3.2406976222991943;6.633165829145728
3.950016975402832;-3.1239755153656006;6.783919597989949
3.972252368927002;-3.0089731216430664;6.93467336683417
3.991420269012451;-2.8959221839904785;7.085427135678391
4.007622718811035;-2.785037040710449;7.236180904522612
4.020965576171875;-2.6765105724334717;7.3869346733668335
4.031550884246826;-2.5705080032348633;7.537688442211055
4.039494037628174;-2.467181444168091;7.688442211055276
4.04490327835083;-2.366657018661499;7.839195979899497
4.047894477844238;-2.269047975540161;7.989949748743718
4.048584938049316;-2.174447774887085;8.140703517587939
4.047092914581299;-2.0829362869262695;8.29145728643216
4.043534755706787;-1.9945716857910156;8.442211055276381
4.038027286529541;-1.909402847290039;8.592964824120603
4.030694007873535;-1.8274636268615723;8.743718592964823
4.021650314331055;-1.7487759590148926;8.894472361809044
4.011018753051758;-1.673349380493164;9.045226130653266
3.9989144802093506;-1.601180076599121;9.195979899497488
3.985454559326172;-1.532254695892334;9.346733668341708
3.970755100250244;-1.466552495956421;9.497487437185928
3.954929828643799;-1.404041051864624;9.64824120603015
3.9380946159362793;-1.3446826934814453;9.798994974874372
3.9203569889068604;-1.2884284257888794;9.949748743718592
3.901825428009033;-1.235223650932312;10.100502512562812
3.8826067447662354;-1.1850080490112305;10.251256281407034
3.862805128097534;-1.1377155780792236;10.402010050251256
3.842522621154785;-1.0932761430740356;10.552763819095476
3.8218555450439453;-1.0516119003295898;10.703517587939697
3.800900936126709;-1.0126442909240723;10.854271356783919
3.7797465324401855;-0.9762884378433228;11.00502512562814
3.7584848403930664;-0.9424583911895752;11.15577889447236
3.7372002601623535;-0.9110655784606934;11.306532663316581
3.715975284576416;-0.8820186853408813;11.457286432160803
3.6948869228363037;-0.8552250862121582;11.608040201005025
3.6740078926086426;-0.8305900692939758;11.758793969849245
3.653411865234375;-0.8080196976661682;11.909547738693465
3.6331629753112793;-0.7874184250831604;12.060301507537687
3.6133270263671875;-0.7686917185783386;12.21105527638191
3.593961477279663;-0.751744270324707;12.36180904522613
3.5751190185546875;-0.7364810705184937;12.51256281407035
3.5568530559539795;-0.7228090763092041;12.663316582914572
3.5392093658447266;-0.7106362581253052;12.814070351758794
3.522233009338379;-0.6998715400695801;12.964824120603014
3.505960702896118;-0.6904258131980896;13.115577889447234
3.4904260635375977;-0.6822113990783691;13.266331658291456
3.475661039352417;-0.6751439571380615;13.417085427135678
3.4616923332214355;-0.6691396236419678;13.567839195979898
3.4485440254211426;-0.6641192436218262;13.718592964824118
3.4362330436706543;-0.6600042581558228;13.86934673366834
3.4247756004333496;-0.6567206382751465;14.020100502512562
3.4141807556152344;-0.6541960835456848;14.170854271356783
3.4044570922851562;-0.6523618102073669;14.321608040201003
3.3956103324890137;-0.6511522531509399;14.472361809045225
3.3876378536224365;-0.6505049467086792;14.623115577889447
3.380537986755371;-0.6503608226776123;14.773869346733667
3.3743019104003906;-0.6506637334823608;14.924623115577887
3.3689212799072266;-0.6513620018959045;15.07537688442211
3.364381790161133;-0.6524060964584351;15.226130653266331
3.360668182373047;-0.6537508964538574;15.376884422110551
3.357759475708008;-0.6553540825843811;15.527638190954772
3.3556346893310547;-0.6571770310401917;15.678391959798994
3.3542675971984863;-0.6591842174530029;15.829145728643216
3.3536317348480225;-0.6613438725471497;15.979899497487436
3.353696584701538;-0.6636273860931396;16.130653266331656
3.3544297218322754;-0.6660087704658508;16.281407035175878
3.3557968139648438;-0.668465793132782;16.4321608040201
3.3577613830566406;-0.670979380607605;16.58291457286432
3.3602848052978516;-0.6735324859619141;16.73366834170854
3.3633272647857666;-0.6761115789413452;16.884422110552762
3.366847038269043;-0.6787055730819702;17.035175879396984
3.3708014488220215;-0.6813058853149414;17.185929648241206
3.3751468658447266;-0.6839064359664917;17.336683417085425
3.3798372745513916;-0.6865031719207764;17.487437185929647
3.3848280906677246;-0.689094066619873;17.63819095477387
3.3900723457336426;-0.6916791200637817;17.788944723618087
3.3955235481262207;-0.694259524345398;17.93969849246231
3.401134490966797;-0.6968386769294739;18.09045226130653
3.406858205795288;-0.6994205713272095;18.241206030150753
3.4126482009887695;-0.7020100355148315;18.391959798994975
3.4184579849243164;-0.704613447189331;18.542713567839193
3.4242420196533203;-0.7072368860244751;18.693467336683415
3.4299545288085938;-0.7098876237869263;18.844221105527637
3.4355521202087402;-0.7125720381736755;18.994974874371856
